,SMILES molecule,Generation,Metric 1
2,C1(CC2=C(CCC)C(NCCCC(N)C=CS1)=C1C=CC=CC1=N2)=O,15,0.15811388300841897
0,C12=C3C=CC=CC3=NC(=C2CCC)CC([C+]C=CC(N)CCCN1)=O,16,0.15811388300841897
0,CCCC1C2NCCCC(N)C=C[C+]C(=O)CC=1N=C1C=CC=CC=21,17,0.15811388300841897
0,C1=C[C+]C(CC2=C(CCC)C(NCCCC1N)=C1C(C=CC=C1)=N2)=O,18,0.15811388300841897
2,C1CCNC2=C3C(C=CC=C3)=NC(CC([C+]C=CC1N)=O)=C2CCC,19,0.15811388300841897
1,[C+]1C(CC2N=C3C(C=CC=C3)=C(C=2CCC)NCCCC(N)C=C1)=O,20,0.15811388300841897
1,C12C(C=CC=C2)=C2NCCCC(N)C=C[C+]C(CC(N=1)=C2CCC)=O,21,0.15811388300841897
1,O=C1CC2N=C3C(C=CC=C3)=C(C=2CCC)NCCCC(C=C[C+]1)N,22,0.15811388300841897
1,C1C=CC2=C3C(CCC)=C(CC(=O)[C+]C=CC(CCCN3)N)N=C2C=1,23,0.15811388300841897
1,C1(CCCNC2C(CCC)=C(CC(=O)[C+]C=C1)N=C1C=CC=CC1=2)N,24,0.15811388300841897
1,C1(=O)CC2N=C3C(C=CC=C3)=C(NCCCC(N)C=C[C+]1)C=2CCC,25,0.15811388300841897
1,C12C(=C3C(CCC)=C(CC([C+]C=CC(CCCN3)N)=O)N=2)C=CC=C1,26,0.15811388300841897
1,C1=CC=CC2C1=NC1CC([C+]C=CC(N)CCCNC=2C=1CCC)=O,27,0.15811388300841897
1,C1=CC2C(C=C1)=C1NCCCC(C=C[C+]C(=O)CC(=C1CCC)N=2)N,28,0.15811388300841897
1,C1=C[C+]C(=O)CC2N=C3C(=C(C=2CCC)NCCCC1N)C=CC=C3,29,0.15811388300841897
0,C1(CCC)=C2CC([C+]C=CC(CCCNC1=C1C=CC=CC1=N2)N)=O,30,0.15811388300841897
0,N1=C2C=CC=CC2=C2C(CCC)=C1CC(=O)[C+]C=CC(CCCN2)N,31,0.15811388300841897
0,CCCC1C2NCCCC(N)C=C[C+]C(CC=1N=C1C=2C=CC=C1)=O,32,0.15811388300841897
0,C1=C[C+]C(CC2=C(CCC)C(=C3C(C=CC=C3)=N2)NCCCC1N)=O,33,0.15811388300841897
0,N1C2=C3C=CC=CC3=NC(CC([C+]C=CC(CCC1)N)=O)=C2CCC,34,0.15811388300841897
0,C1C(N)CCCNC2C(CCC)=C(N=C3C=2C=CC=C3)CC(=O)[C+]C=1,35,0.15811388300841897
0,N1CCCC(N)C=C[C+]C(=O)CC2N=C3C=CC=CC3=C1C=2CCC,36,0.15811388300841897
0,C1(N)C=C[C+]C(=O)CC2N=C3C(C=CC=C3)=C(NCCC1)C=2CCC,37,0.15811388300841897
0,C1CNC2=C3C=CC=CC3=NC(CC([C+]C=CC(N)C1)=O)=C2CCC,38,0.15811388300841897
0,N1=C2C=CC=CC2=C2NCCCC(C=C[C+]C(=O)CC1=C2CCC)N,39,0.15811388300841897
0,[C+]1C(=O)CC2=C(C(NCCCC(N)C=C1)=C1C(C=CC=C1)=N2)CCC,40,0.15811388300841897
0,N1=C2C(C=CC=C2)=C2C(=C1CC(=O)[C+]C=CC(CCCN2)N)CCC,41,0.15811388300841897
0,C1CCC(N)C=C[C+]C(=O)CC2N=C3C(C=CC=C3)=C(C=2CCC)N1,42,0.15811388300841897
0,C12=C(C(NCCCC(C=C[C+]C(C2)=O)N)=C2C=CC=CC2=N1)CCC,43,0.15811388300841897
0,C1(CC2=C(C(NCCCC(C=C[C+]1)N)=C1C(C=CC=C1)=N2)CCC)=O,44,0.15811388300841897
0,C1(=C2CC(=O)[C+]C=CC(CCCNC1=C1C=CC=CC1=N2)N)CCC,45,0.15811388300841897
0,C12CC([C+]C=CC(N)CCCNC(C=1CCC)=C1C=CC=CC1=N2)=O,46,0.15811388300841897
0,C12CC(=O)[C+]C=CC(CCCNC(C=2CCC)=C2C=CC=CC2=N1)N,47,0.15811388300841897
0,C1=CC2=NC3CC(=O)[C+]C=CC(CCCNC(=C2C=C1)C=3CCC)N,48,0.15811388300841897
